"word","occurrences","frequency","weight","stem"
"adulterers",2,0.000002,0.998004,"adulter"
"adulterous",1,0.000001,0.999002,"adulter"
"adultery",3,0.000003,0.997008,"adulteri"
"adulthood",3,0.000003,0.997008,"adulthood"
"adults",23,0.000023,0.977286,"adult"
"advance",59,0.000059,0.942764,"advanc"
"advanced",53,0.000053,0.948432,"advanc"
"advancement",10,0.000010,0.990060,"advanc"
"advancements",1,0.000001,0.999002,"advanc"
"advances",18,0.000018,0.982179,"advanc"
"advancing",4,0.000004,0.996012,"advanc"
"advantage",73,0.000073,0.929671,"advantag"
"advantageous",5,0.000005,0.995018,"advantag"
"advantageously",1,0.000001,0.999002,"advantag"
"advantages",28,0.000028,0.972416,"advantag"
"advent",5,0.000005,0.995018,"advent"
"adventists",1,0.000001,0.999002,"adventist"
"adventists'",1,0.000001,0.999002,"adventists'"
"adventitious",1,0.000001,0.999002,"adventiti"
"adventure",14,0.000014,0.986112,"adventur"
"adventurers",1,0.000001,0.999002,"adventur"
"adventures",14,0.000014,0.986112,"adventur"
"adventuring",1,0.000001,0.999002,"adventur"
"adventurous",5,0.000005,0.995018,"adventur"
"adverb",1,0.000001,0.999002,"adverb"
"adverbial",2,0.000002,0.998004,"adverbi"
"adverbs",2,0.000002,0.998004,"adverb"
"adversaries",3,0.000003,0.997008,"adversari"
"adversary",5,0.000005,0.995018,"adversari"
"adverse",11,0.000011,0.989071,"advers"
"adversely",3,0.000003,0.997008,"advers"
"adversity",2,0.000002,0.998004,"advers"
"advertise",3,0.000003,0.997008,"advertis"
"advertised",9,0.000009,0.991050,"advertis"
"advertisement",2,0.000002,0.998004,"advertis"
"advertisements",3,0.000003,0.997008,"advertis"
"advertiser",1,0.000001,0.999002,"advertis"
"advertisers",5,0.000005,0.995018,"advertis"
"advertises",1,0.000001,0.999002,"advertis"
"advertising",50,0.000050,0.951278,"advertis"
"advertising-conscious",1,0.000001,0.999002,"advertising-consci"
"advice",52,0.000052,0.949380,"advic"
"advisability",4,0.000004,0.996012,"advis"
"advisable",1,0.000001,0.999002,"advis"
"advise",9,0.000009,0.991050,"advis"
"advised",33,0.000033,0.967571,"advis"
"advisedly",1,0.000001,0.999002,"advisedli"
"advisement",2,0.000002,0.998004,"advis"
"adviser",6,0.000006,0.994024,"advis"
"advisers",12,0.000012,0.988084,"advis"
"advises",2,0.000002,0.998004,"advis"
"advising",3,0.000003,0.997008,"advis"
"advisor",1,0.000001,0.999002,"advisor"
"advisors",5,0.000005,0.995018,"advisor"
"advisory",24,0.000024,0.976310,"advisori"
"advocacy",3,0.000003,0.997008,"advocaci"
"advocate",15,0.000015,0.985127,"advoc"
"advocated",4,0.000004,0.996012,"advoc"
"advocates",1,0.000001,0.999002,"advoc"
"advocating",6,0.000006,0.994024,"advoc"
"aec",2,0.000002,0.998004,"aec"
"aec's",1,0.000001,0.999002,"aec'"
"aegean",15,0.000015,0.985127,"aegean"
"aegis",1,0.000001,0.999002,"aegi"
"aeon",1,0.000001,0.999002,"aeon"
"aerate",1,0.000001,0.999002,"aerat"
"aerated",9,0.000009,0.991050,"aerat"
"aerates",1,0.000001,0.999002,"aerat"
"aeration",7,0.000007,0.993032,"aerat"
"aerator",11,0.000011,0.989071,"aerat"
"aerial",8,0.000008,0.992040,"aerial"
"aerials",1,0.000001,0.999002,"aerial"
"aerobacter",1,0.000001,0.999002,"aerobact"
"aerobic",1,0.000001,0.999002,"aerob"
"aerodynamic",1,0.000001,0.999002,"aerodynam"
"aerogenes",1,0.000001,0.999002,"aerogen"
"aeronautical",1,0.000001,0.999002,"aeronaut"
"aeronautics",2,0.000002,0.998004,"aeronaut"
"aerosol",7,0.000007,0.993032,"aerosol"
"aerosolized",3,0.000003,0.997008,"aerosol"
"aerosols",3,0.000003,0.997008,"aerosol"
"aerospace",4,0.000004,0.996012,"aerospac"
"aeschbacher",1,0.000001,0.999002,"aeschbach"
"aeschbacher's",1,0.000001,0.999002,"aeschbacher'"
"aeschylus",4,0.000004,0.996012,"aeschylu"
"aesthetes",1,0.000001,0.999002,"aesthet"
"aesthetic",26,0.000026,0.974361,"aesthet"
"aesthetics",1,0.000001,0.999002,"aesthet"
"aeternitatis",1,0.000001,0.999002,"aeternitati"
"af",996,0.000995,0.369733,"af"
"af-fold",3,0.000003,0.997008,"af-fold"
"af-inch",1,0.000001,0.999002,"af-inch"
"af-stage",4,0.000004,0.996012,"af-stag"
"af-values",1,0.000001,0.999002,"af-valu"
"afar",2,0.000002,0.998004,"afar"
"affable",1,0.000001,0.999002,"affabl"
"affair",33,0.000033,0.967571,"affair"
"affaire",1,0.000001,0.999002,"affair"
"affaires",1,0.000001,0.999002,"affair"
"affairs",84,0.000084,0.919511,"affair"
"affect",35,0.000035,0.965640,"affect"
"affectation",1,0.000001,0.999002,"affect"
"affected",36,0.000036,0.964676,"affect"
"affecting",5,0.000005,0.995018,"affect"
"affectingly",1,0.000001,0.999002,"affectingli"
"affection",18,0.000018,0.982179,"affect"
"affectionate",6,0.000006,0.994024,"affection"
"affectionately",3,0.000003,0.997008,"affection"
"affections",4,0.000004,0.996012,"affect"
"affects",19,0.000019,0.981199,"affect"
"afferent",1,0.000001,0.999002,"affer"
"affianced",1,0.000001,0.999002,"affianc"
"affidavits",2,0.000002,0.998004,"affidavit"
"affied",1,0.000001,0.999002,"affi"
"affiliated",7,0.000007,0.993032,"affili"
"affiliates",1,0.000001,0.999002,"affili"
"affiliation",4,0.000004,0.996012,"affili"
"affiliations",5,0.000005,0.995018,"affili"
"affinities",1,0.000001,0.999002,"affin"
"affinity",5,0.000005,0.995018,"affin"
"affirm",12,0.000012,0.988084,"affirm"
"affirmation",4,0.000004,0.996012,"affirm"
"affirmations",1,0.000001,0.999002,"affirm"
"affirmative",4,0.000004,0.996012,"affirm"
"affirmatively",1,0.000001,0.999002,"affirm"
"affirmed",6,0.000006,0.994024,"affirm"
"affirming",2,0.000002,0.998004,"affirm"
"affirms",1,0.000001,0.999002,"affirm"
"affix",1,0.000001,0.999002,"affix"
"affixed",14,0.000014,0.986112,"affix"
"afflicted",8,0.000008,0.992040,"afflict"
"affliction",1,0.000001,0.999002,"afflict"
"afflictions",1,0.000001,0.999002,"afflict"
"affluence",4,0.000004,0.996012,"affluenc"
"affluent",2,0.000002,0.998004,"affluent"
"afford",40,0.000040,0.960829,"afford"
"afforded",11,0.000011,0.989071,"afford"
"affording",2,0.000002,0.998004,"afford"
"affords",5,0.000005,0.995018,"afford"
"affront",2,0.000002,0.998004,"affront"
"affronted",1,0.000001,0.999002,"affront"
"affronting",1,0.000001,0.999002,"affront"
"afghan",3,0.000003,0.997008,"afghan"
"afghans",1,0.000001,0.999002,"afghan"
"aficionado",1,0.000001,0.999002,"aficionado"
"afield",1,0.000001,0.999002,"afield"
"afire",1,0.000001,0.999002,"afir"
"afl-cio",5,0.000005,0.995018,"afl-cio"
"aflame",3,0.000003,0.997008,"aflam"
"afloat",7,0.000007,0.993032,"afloat"
"afoot",1,0.000001,0.999002,"afoot"
"aforementioned",2,0.000002,0.998004,"aforement"
"aforesaid",2,0.000002,0.998004,"aforesaid"
"aforethought",1,0.000001,0.999002,"aforethought"
"afraid",57,0.000057,0.944650,"afraid"
"afranio",1,0.000001,0.999002,"afranio"
"afresh",2,0.000002,0.998004,"afresh"
"africa",45,0.000045,0.956042,"africa"
"african",28,0.000028,0.972416,"african"
"africans",4,0.000004,0.996012,"african"
"afrika",1,0.000001,0.999002,"afrika"
"afrique",1,0.000001,0.999002,"afriqu"
"afro-asian",4,0.000004,0.996012,"afro-asian"
"afro-cuban",1,0.000001,0.999002,"afro-cuban"
"aft",5,0.000005,0.995018,"aft"
"after",1069,0.001068,0.343730,"after"
"after-duty",1,0.000001,0.999002,"after-duti"
"after-effects",1,0.000001,0.999002,"after-effect"
"after-hours",1,0.000001,0.999002,"after-hour"
"after-school",2,0.000002,0.998004,"after-school"
"aftermath",4,0.000004,0.996012,"aftermath"
"afternoon",106,0.000106,0.899523,"afternoon"
"afternoon's",3,0.000003,0.997008,"afternoon'"
"afternoons",13,0.000013,0.987097,"afternoon"
"afterward",16,0.000016,0.984144,"afterward"
"afterwards",14,0.000014,0.986112,"afterward"
"aftuh",1,0.000001,0.999002,"aftuh"
"again",577,0.000576,0.561914,"again"
"against",627,0.000626,0.534537,"against"
"agamemnon",2,0.000002,0.998004,"agamemnon"
"agamemnon's",1,0.000001,0.999002,"agamemnon'"
"agates",1,0.000001,0.999002,"agat"
"agatha",2,0.000002,0.998004,"agatha"
"agayne",1,0.000001,0.999002,"agayn"
"age",227,0.000227,0.797107,"age"
"age-and-sex",2,0.000002,0.998004,"age-and-sex"
"age-old",5,0.000005,0.995018,"age-old"
"aged",18,0.000018,0.982179,"age"
"aged-care",1,0.000001,0.999002,"aged-car"
"agee",1,0.000001,0.999002,"age"
"ageless",2,0.000002,0.998004,"ageless"
"agencies",62,0.000062,0.939943,"agenc"
"agency",56,0.000056,0.945594,"agenc"
"agenda",5,0.000005,0.995018,"agenda"
"agent",44,0.000044,0.956997,"agent"
"agent's",1,0.000001,0.999002,"agent'"
"agents",39,0.000039,0.961789,"agent"
"ages",51,0.000051,0.950329,"age"
"aggie",2,0.000002,0.998004,"aggi"
"aggies",2,0.000002,0.998004,"aggi"
"agglomerate",2,0.000002,0.998004,"agglomer"
"agglomeration",3,0.000003,0.997008,"agglomer"
"agglutinating",1,0.000001,0.999002,"agglutin"
"agglutination",4,0.000004,0.996012,"agglutin"
"agglutinin",6,0.000006,0.994024,"agglutinin"
"agglutinins",2,0.000002,0.998004,"agglutinin"
"aggravate",1,0.000001,0.999002,"aggrav"
"aggravated",3,0.000003,0.997008,"aggrav"
"aggravates",1,0.000001,0.999002,"aggrav"
"aggregate",8,0.000008,0.992040,"aggreg"
"aggregation",1,0.000001,0.999002,"aggreg"
"aggregations",1,0.000001,0.999002,"aggreg"
"aggression",10,0.000010,0.990060,"aggress"
"aggressions",3,0.000003,0.997008,"aggress"
"aggressive",17,0.000017,0.983161,"aggress"
"aggressively",2,0.000002,0.998004,"aggress"
"aggressiveness",5,0.000005,0.995018,"aggress"
"aggressor",2,0.000002,0.998004,"aggressor"
"aggrieved",3,0.000003,0.997008,"aggriev"
"aghast",1,0.000001,0.999002,"aghast"
"agile",2,0.000002,0.998004,"agil"
"agilely",1,0.000001,0.999002,"agil"
"agility",3,0.000003,0.997008,"agil"
"agin",2,0.000002,0.998004,"agin"
"aging",4,0.000004,0.996012,"age"
"agitate",1,0.000001,0.999002,"agit"
"agitated",1,0.000001,0.999002,"agit"
"agitating",1,0.000001,0.999002,"agit"
"agitation",6,0.000006,0.994024,"agit"
"agitator",1,0.000001,0.999002,"agit"
"agitators",1,0.000001,0.999002,"agit"
"agleam",1,0.000001,0.999002,"agleam"
"agnes",1,0.000001,0.999002,"agn"
"agnese",6,0.000006,0.994024,"agnes"
"agnomen",1,0.000001,0.999002,"agnomen"
"agnostics",1,0.000001,0.999002,"agnost"
"ago",246,0.000246,0.782120,"ago"
"agoeng",1,0.000001,0.999002,"agoeng"
"agonale",1,0.000001,0.999002,"agonal"
"agone",2,0.000002,0.998004,"agon"
"agonies",1,0.000001,0.999002,"agoni"
"agonized",1,0.000001,0.999002,"agon"
"agonizes",2,0.000002,0.998004,"agon"
"agonizing",3,0.000003,0.997008,"agon"
"agony",9,0.000009,0.991050,"agoni"
"agrarian",8,0.000008,0.992040,"agrarian"
"agree",51,0.000051,0.950329,"agre"
"agreeable",11,0.000011,0.989071,"agreeabl"
"agreeableness",1,0.000001,0.999002,"agreeabl"
"agreeably",1,0.000001,0.999002,"agreeabl"
"agreed",81,0.000081,0.922271,"agre"
"agreed-on",1,0.000001,0.999002,"agreed-on"
"agreed-upon",1,0.000001,0.999002,"agreed-upon"
"agreeing",7,0.000007,0.993032,"agre"
"agreement",106,0.000106,0.899523,"agreement"
"agreements",15,0.000015,0.985127,"agreement"
"agrees",11,0.000011,0.989071,"agre"
"agricolas",1,0.000001,0.999002,"agricola"
"agricultural",38,0.000038,0.962751,"agricultur"
"agriculturally",1,0.000001,0.999002,"agricultur"
"agriculture",23,0.000023,0.977286,"agricultur"
"agriculture's",1,0.000001,0.999002,"agriculture'"
"agrippa",1,0.000001,0.999002,"agrippa"
"agrobacterium",1,0.000001,0.999002,"agrobacterium"
"ague",1,0.000001,0.999002,"agu"
"ah",22,0.000022,0.978262,"ah"
"ah-ah",1,0.000001,0.999002,"ah-ah"
"ah6",1,0.000001,0.999002,"ah6"
"ahah",1,0.000001,0.999002,"ahah"
"ahead",109,0.000109,0.896831,"ahead"
"ahem",1,0.000001,0.999002,"ahem"
"ahm",1,0.000001,0.999002,"ahm"
"ahmad",1,0.000001,0.999002,"ahmad"
"ahmad's",2,0.000002,0.998004,"ahmad'"
"ahmet",3,0.000003,0.997008,"ahmet"
"ahmiri",1,0.000001,0.999002,"ahmiri"
"ahrens",1,0.000001,0.999002,"ahren"
"ai",1,0.000001,0.999002,"ai"
"aia",10,0.000010,0.990060,"aia"
"aiche",1,0.000001,0.999002,"aich"
"aid",134,0.000134,0.874711,"aid"
"aid's",1,0.000001,0.999002,"aid'"
"aid-to-education",1,0.000001,0.999002,"aid-to-educ"
"aida",1,0.000001,0.999002,"aida"
"aide",9,0.000009,0.991050,"aid"
"aide-de-camp",1,0.000001,0.999002,"aide-de-camp"
"aided",11,0.000011,0.989071,"aid"
"aides",4,0.000004,0.996012,"aid"
"aiding",7,0.000007,0.993032,"aid"
"aids",27,0.000027,0.973388,"aid"
"aiee",1,0.000001,0.999002,"aiee"
"aiken",1,0.000001,0.999002,"aiken"
"aikin",1,0.000001,0.999002,"aikin"
"ailerons",1,0.000001,0.999002,"aileron"
"ailey",2,0.000002,0.998004,"ailey"
"ailey's",2,0.000002,0.998004,"ailey'"
"ailing",2,0.000002,0.998004,"ail"
"ailment",4,0.000004,0.996012,"ailment"
"ailments",6,0.000006,0.994024,"ailment"
"aim",37,0.000037,0.963713,"aim"
"aimed",24,0.000024,0.976310,"aim"
"aiming",5,0.000005,0.995018,"aim"
"aimless",5,0.000005,0.995018,"aimless"
"aimlessly",1,0.000001,0.999002,"aimlessli"
"aimo",5,0.000005,0.995018,"aimo"
"aims",16,0.000016,0.984144,"aim"
"ain't",46,0.000046,0.955087,"ain't"
"ainsley",1,0.000001,0.999002,"ainsley"
"ainsworth",1,0.000001,0.999002,"ainsworth"
"ainu",1,0.000001,0.999002,"ainu"
"ainus",1,0.000001,0.999002,"ainu"
"air",257,0.000257,0.773573,"air"
"air-cell",1,0.000001,0.999002,"air-cel"
"air-conditioned",1,0.000001,0.999002,"air-condit"
"air-conditioning",2,0.000002,0.998004,"air-condit"
"air-drifts",1,0.000001,0.999002,"air-drift"
"air-frame",1,0.000001,0.999002,"air-fram"
"air-to-surface",1,0.000001,0.999002,"air-to-surfac"
"airborne",7,0.000007,0.993032,"airborn"
"aircraft",70,0.000070,0.932461,"aircraft"
"aircraft's",1,0.000001,0.999002,"aircraft'"
"airdrops",1,0.000001,0.999002,"airdrop"
"aired",2,0.000002,0.998004,"air"
"airedale",1,0.000001,0.999002,"airedal"
"airfield",5,0.000005,0.995018,"airfield"
"airfields",6,0.000006,0.994024,"airfield"
"airflow",1,0.000001,0.999002,"airflow"
"airframe",1,0.000001,0.999002,"airfram"
"airily",2,0.000002,0.998004,"airili"
"airless",2,0.000002,0.998004,"airless"
"airlift",1,0.000001,0.999002,"airlift"
"airline",2,0.000002,0.998004,"airlin"
"airline's",1,0.000001,0.999002,"airline'"
"airlines",5,0.000005,0.995018,"airlin"
"airlock",1,0.000001,0.999002,"airlock"
"airmail",4,0.000004,0.996012,"airmail"
"airman's",1,0.000001,0.999002,"airman'"
"airmen",1,0.000001,0.999002,"airmen"
"airpark",1,0.000001,0.999002,"airpark"
"airplane",11,0.000011,0.989071,"airplan"
"airplanes",10,0.000010,0.990060,"airplan"
"airport",19,0.000019,0.981199,"airport"
"airports",4,0.000004,0.996012,"airport"
"airs",3,0.000003,0.997008,"air"
"airspeed",1,0.000001,0.999002,"airspe"
"airstrip",2,0.000002,0.998004,"airstrip"
"airstrips",1,0.000001,0.999002,"airstrip"
"airways",6,0.000006,0.994024,"airway"
"airy",7,0.000007,0.993032,"airi"
"aisle",6,0.000006,0.994024,"aisl"
"aj",118,0.000118,0.888804,"aj"
"aja",1,0.000001,0.999002,"aja"
"ajar",2,0.000002,0.998004,"ajar"
"ajb",1,0.000001,0.999002,"ajb"
"akin",10,0.000010,0.990060,"akin"
"akita",1,0.000001,0.999002,"akita"
"akron",1,0.000001,0.999002,"akron"
"aku",1,0.000001,0.999002,"aku"
"al",25,0.000025,0.975335,"al"
"al's",2,0.000002,0.998004,"al'"
"al.",1,0.000001,0.999002,"al."
"ala.",7,0.000007,0.993032,"ala."
"alabama",20,0.000020,0.980219,"alabama"
"alabamans",1,0.000001,0.999002,"alabaman"
"alabamas",2,0.000002,0.998004,"alabama"
"alabamian",1,0.000001,0.999002,"alabamian"
"alabaster",3,0.000003,0.997008,"alabast"
"alacrity",2,0.000002,0.998004,"alacr"
"alai",1,0.000001,0.999002,"alai"
"alain",1,0.000001,0.999002,"alain"
"alamein",1,0.000001,0.999002,"alamein"
"alamo",1,0.000001,0.999002,"alamo"
"alamogordo",1,0.000001,0.999002,"alamogordo"
"alan",5,0.000005,0.995018,"alan"
"alarm",16,0.000016,0.984144,"alarm"
"alarmed",8,0.000008,0.992040,"alarm"
"alarming",1,0.000001,0.999002,"alarm"
"alarmingly",2,0.000002,0.998004,"alarmingli"
"alarmist",1,0.000001,0.999002,"alarmist"
"alarms",1,0.000001,0.999002,"alarm"
"alas",10,0.000010,0.990060,"ala"
"alaska",22,0.000022,0.978262,"alaska"
"alastor",4,0.000004,0.996012,"alastor"
"alba",1,0.000001,0.999002,"alba"
"albacore",1,0.000001,0.999002,"albacor"
"albania",3,0.000003,0.997008,"albania"
"albanian",2,0.000002,0.998004,"albanian"
"albanians",2,0.000002,0.998004,"albanian"
"albany",11,0.000011,0.989071,"albani"
"albeit",2,0.000002,0.998004,"albeit"
"albers",1,0.000001,0.999002,"alber"
"albert",29,0.000029,0.971445,"albert"
"alberto",2,0.000002,0.998004,"alberto"
"albicans",1,0.000001,0.999002,"albican"
"albright",3,0.000003,0.997008,"albright"
"albright's",2,0.000002,0.998004,"albright'"
"albrights'",1,0.000001,0.999002,"albrights'"
"album",6,0.000006,0.994024,"album"
"albumin",10,0.000010,0.990060,"albumin"
"albums",2,0.000002,0.998004,"album"
"alchemy",1,0.000001,0.999002,"alchemi"
"alcibiades",1,0.000001,0.999002,"alcibiad"
"alcinous'",1,0.000001,0.999002,"alcinous'"
"alcohol",13,0.000013,0.987097,"alcohol"
"alcoholic",3,0.000003,0.997008,"alcohol"
"alcoholics",4,0.000004,0.996012,"alcohol"
"alcoholism",1,0.000001,0.999002,"alcohol"
"alcohols",2,0.000002,0.998004,"alcohol"
"alcorn",2,0.000002,0.998004,"alcorn"
"alcott's",1,0.000001,0.999002,"alcott'"
"alcoves",5,0.000005,0.995018,"alcov"
"alden",2,0.000002,0.998004,"alden"
"alderman",1,0.000001,0.999002,"alderman"
"aldermen",2,0.000002,0.998004,"aldermen"
"aldo",1,0.000001,0.999002,"aldo"
"aldridge",1,0.000001,0.999002,"aldridg"
"ale",1,0.000001,0.999002,"ale"
"alec",25,0.000025,0.975335,"alec"
"alec's",5,0.000005,0.995018,"alec'"
"aleck",2,0.000002,0.998004,"aleck"
"alemagna",1,0.000001,0.999002,"alemagna"
"alert",33,0.000033,0.967571,"alert"
"alerted",3,0.000003,0.997008,"alert"
"alerting",4,0.000004,0.996012,"alert"
"alertly",1,0.000001,0.999002,"alertli"
"alertness",2,0.000002,0.998004,"alert"
"alerts",1,0.000001,0.999002,"alert"
"alessio",1,0.000001,0.999002,"alessio"
"alex",30,0.000030,0.970476,"alex"
"alex's",10,0.000010,0.990060,"alex'"
"alexander",45,0.000045,0.956042,"alexand"
"alexander's",3,0.000003,0.997008,"alexander'"
"alexandre",2,0.000002,0.998004,"alexandr"
"alexandria",4,0.000004,0.996012,"alexandria"
"alexei",1,0.000001,0.999002,"alexei"
"alexeyeva",1,0.000001,0.999002,"alexeyeva"
"alexis",2,0.000002,0.998004,"alexi"
"alf",2,0.000002,0.998004,"alf"
"alfa",1,0.000001,0.999002,"alfa"
"alfonso",1,0.000001,0.999002,"alfonso"
"alfred",52,0.000052,0.949380,"alfr"
"alfred's",3,0.000003,0.997008,"alfred'"
"alfredo",3,0.000003,0.997008,"alfredo"
"alfresco",2,0.000002,0.998004,"alfresco"
"algae",7,0.000007,0.993032,"alga"
"algaecide",1,0.000001,0.999002,"algaecid"
"algebra",2,0.000002,0.998004,"algebra"
"algebraic",1,0.000001,0.999002,"algebra"
"algebraically",3,0.000003,0.997008,"algebra"
"alger",1,0.000001,0.999002,"alger"
"algeria",2,0.000002,0.998004,"algeria"
"algerian",5,0.000005,0.995018,"algerian"
"alginates",1,0.000001,0.999002,"algin"
"algol",3,0.000003,0.997008,"algol"
"algorithm",1,0.000001,0.999002,"algorithm"
"alia",1,0.000001,0.999002,"alia"
"aliah",1,0.000001,0.999002,"aliah"
"alias",1,0.000001,0.999002,"alia"
"alibi",8,0.000008,0.992040,"alibi"
"alibis",1,0.000001,0.999002,"alibi"
"alice",14,0.000014,0.986112,"alic"
"alicia",4,0.000004,0.996012,"alicia"
"alien",16,0.000016,0.984144,"alien"
"alienate",2,0.000002,0.998004,"alien"
"alienated",6,0.000006,0.994024,"alien"
"alienates",1,0.000001,0.999002,"alien"
"alienation",22,0.000022,0.978262,"alien"
"aliens",3,0.000003,0.997008,"alien"
"alienus",1,0.000001,0.999002,"alienu"
"alight",3,0.000003,0.997008,"alight"
"align",2,0.000002,0.998004,"align"
"aligned",6,0.000006,0.994024,"align"
"aligning",1,0.000001,0.999002,"align"
"alignment",4,0.000004,0.996012,"align"
"alignments",1,0.000001,0.999002,"align"
"alike",20,0.000020,0.980219,"alik"
"alimony",2,0.000002,0.998004,"alimoni"
